"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"광주광역시 광산구 우산동","1602-2","1602","0002","리버힐","49.86","202210","21","12,600","9","1992","우산로 47","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1602-2","1602","0002","리버힐","49.72","202210","21","8,600","1","1992","우산로 47","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1602-2","1602","0002","리버힐","49.72","202211","7","10,000","10","1992","우산로 47","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1602-2","1602","0002","리버힐","49.72","202211","17","9,300","1","1992","우산로 47","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1602-2","1602","0002","리버힐","49.86","202212","2","9,700","14","1992","우산로 47","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1602-2","1602","0002","리버힐","49.86","202212","29","9,600","3","1992","우산로 47","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202201","7","45,400","16","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202201","12","43,000","3","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202201","21","52,800","18","2020","금봉로 106","20220319","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202201","22","34,700","11","2020","금봉로 106-1","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202201","26","44,800","6","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202201","26","34,000","6","2020","금봉로 106-1","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202202","6","45,000","16","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202202","6","35,500","19","2020","금봉로 106","","중개거래","광주 광산구, 광주 북구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202202","7","52,400","2","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202203","4","34,900","13","2020","금봉로 106-1","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202203","5","34,900","23","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202203","12","44,900","8","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202203","14","46,000","16","2020","금봉로 106","","직거래","-"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202203","15","52,800","18","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202203","19","34,900","12","2020","금봉로 106","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202203","22","45,000","1","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202203","25","46,000","8","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202204","4","35,300","14","2020","금봉로 106","20220419","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202204","4","35,300","14","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","78.9882","202204","9","47,000","17","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202204","16","35,700","9","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202204","25","50,000","20","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202204","28","34,900","11","2020","금봉로 106-1","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202205","2","46,000","1","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202205","4","47,000","3","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202205","12","47,100","18","2020","금봉로 106","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202205","14","55,000","15","2020","금봉로 106","","직거래","-"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202205","29","48,000","7","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202206","10","33,500","5","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202206","11","35,200","14","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202207","1","50,000","15","2020","금봉로 106","20230130","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202207","11","45,500","16","2020","금봉로 106","","중개거래","광주 남구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202207","14","51,000","6","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202207","17","44,800","3","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202207","22","41,000","5","2020","금봉로 106","","중개거래","서울 노원구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202208","8","40,000","9","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202208","23","34,000","9","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202208","23","34,000","9","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202208","29","44,000","6","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202209","30","40,000","6","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","59.9323","202210","2","33,000","2","2020","금봉로 106-1","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202210","24","46,200","25","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202210","24","43,500","16","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202211","8","42,000","15","2020","금봉로 106","","직거래","-"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","78.9882","202211","8","39,000","1","2020","금봉로 106","","중개거래","광주 남구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202211","13","34,700","3","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202211","13","42,500","7","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202211","20","35,300","2","2020","금봉로 106","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","78.9882","202212","15","39,000","1","2020","금봉로 106","","중개거래","광주 남구"
"광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202212","21","37,500","10","2020","금봉로 106","","직거래","-"
"광주광역시 광산구 우산동","1062-3","1062","0003","송광1","59.94","202203","3","7,330","2","1994","사암로106번길 99-6","","직거래","-"
"광주광역시 광산구 우산동","1062-3","1062","0003","송광1","59.94","202205","24","8,300","2","1994","사암로106번길 99-6","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1062-3","1062","0003","송광1","59.94","202208","29","8,300","10","1994","사암로106번길 99-6","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","84.9784","202201","19","38,000","13","2021","우산로107번길 67","","직거래","-"
"광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","76.6323","202206","3","51,000","10","2021","우산로107번길 67","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","84.9784","202211","22","38,000","15","2021","우산로107번길 67","","직거래","-"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202201","4","12,500","7","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202201","13","13,200","14","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202201","14","11,500","10","1992","사암로215번길 16","","직거래","-"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202201","14","9,800","1","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202201","19","12,400","3","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202201","21","9,500","2","1992","사암로215번길 16","","직거래","-"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202201","25","10,000","3","1992","사암로215번길 16","","직거래","-"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202202","3","13,000","15","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202202","4","12,100","3","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","41.04","202202","12","8,500","3","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202202","15","14,700","12","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202202","16","11,500","2","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202202","21","14,350","3","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202202","28","13,500","10","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202203","3","12,000","14","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202203","18","12,700","15","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","41.04","202203","22","7,900","2","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202203","31","13,500","1","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202204","6","13,000","2","1992","사암로215번길 16","","중개거래","광주 광산구, 광주 북구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202204","7","14,650","3","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202204","7","11,900","11","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202204","9","13,400","11","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202204","16","13,000","13","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","4","16,500","4","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","12","14,850","18","1992","사암로215번길 16","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","12","14,850","18","1992","사암로215번길 16","20220523","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","12","14,450","10","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","12","14,400","14","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","41.04","202205","14","7,800","19","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","15","16,300","14","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","15","16,500","11","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","16","13,000","1","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","17","15,600","15","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","21","12,500","9","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","26","14,500","15","1992","사암로215번길 16","","중개거래","광주 광산구, 전남 나주시"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","30","12,500","8","1992","사암로215번길 16","","직거래","-"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202205","30","12,300","15","1992","사암로215번길 16","","직거래","-"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202206","10","12,200","19","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202206","10","12,200","19","1992","사암로215번길 16","20220705","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202206","12","13,000","13","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202206","15","14,700","16","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202206","29","14,700","4","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202207","18","13,200","13","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202208","22","13,000","2","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202209","8","13,000","15","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","41.04","202210","11","8,000","14","1992","사암로215번길 16","20221130","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202210","28","13,000","3","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202210","28","13,000","4","1992","사암로215번길 16","20221116","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202210","29","14,300","19","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.67","202211","10","15,000","5","1992","사암로215번길 16","","직거래","-"
"광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","41.04","202212","10","7,650","14","1992","사암로215번길 16","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202201","8","13,750","11","2017","무진대로 229","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202201","8","13,750","11","2017","무진대로 229","20220111","중개거래","-"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","49.0149","202201","22","13,800","9","2017","무진대로 229","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","49.0149","202202","11","15,200","10","2017","무진대로 229","","직거래","-"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202202","17","14,000","8","2017","무진대로 229","","직거래","-"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","48.7505","202202","24","15,000","13","2017","무진대로 229","","중개거래","광주 동구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","49.4095","202204","15","14,400","10","2017","무진대로 229","","중개거래","전남 목포시"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","49.0149","202205","23","14,000","6","2017","무진대로 229","","중개거래","전남 목포시"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202205","23","14,000","9","2017","무진대로 229","","중개거래","전남 목포시"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202205","23","14,000","14","2017","무진대로 229","","중개거래","전남 목포시"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","49.4095","202205","23","14,000","15","2017","무진대로 229","","중개거래","전남 목포시"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202205","25","13,800","10","2017","무진대로 229","","중개거래","광주 광산구, 광주 북구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202206","6","13,900","14","2017","무진대로 229","20220606","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202206","6","13,900","14","2017","무진대로 229","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","49.0149","202206","9","14,480","6","2017","무진대로 229","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202206","13","14,350","9","2017","무진대로 229","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","44.9509","202209","6","14,000","14","2017","무진대로 229","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1576-5","1576","0005","에드가리움","49.4095","202212","21","14,000","15","2017","무진대로 229","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1608-1","1608","0001","우산동AM-City스카이하이","20.1947","202201","27","5,000","8","2014","사암로171번길 110","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1608-1","1608","0001","우산동AM-City스카이하이","20.1947","202203","22","5,000","5","2014","사암로171번길 110","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1608-1","1608","0001","우산동AM-City스카이하이","20.1947","202204","13","4,950","12","2014","사암로171번길 110","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1608-1","1608","0001","우산동AM-City스카이하이","20.1947","202205","30","4,500","12","2014","사암로171번길 110","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1608-1","1608","0001","우산동AM-City스카이하이","20.1947","202205","30","4,500","12","2014","사암로171번길 110","","직거래","-"
"광주광역시 광산구 우산동","1608-1","1608","0001","우산동AM-City스카이하이","20.1947","202206","10","4,300","5","2014","사암로171번길 110","","직거래","-"
"광주광역시 광산구 우산동","1608-1","1608","0001","우산동AM-City스카이하이","20.1947","202211","9","4,600","5","2014","사암로171번길 110","","중개거래","광주 광산구, 광주 북구"
"광주광역시 광산구 우산동","1588-1","1588","0001","우산동동부센트레빌","84.8136","202203","16","38,000","5","2019","무진대로 279","","직거래","-"
"광주광역시 광산구 우산동","1588-1","1588","0001","우산동동부센트레빌","69.9146","202204","8","34,500","13","2019","무진대로 279","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1588-1","1588","0001","우산동동부센트레빌","69.9146","202205","5","28,000","9","2019","무진대로 279","","직거래","-"
"광주광역시 광산구 우산동","1588-1","1588","0001","우산동동부센트레빌","84.4942","202209","29","38,000","3","2019","무진대로 279","","중개거래","전남 나주시"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202201","7","35,000","4","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","59.9801","202201","21","28,000","2","2018","무진대로 278-11","","중개거래","광주 광산구, 광주 북구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","59.9801","202202","23","29,400","9","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202203","11","38,000","11","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","59.8517","202203","13","30,000","6","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202203","17","31,000","10","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202204","3","38,000","8","2018","무진대로 278-11","","중개거래","광주 서구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202204","16","35,000","3","2018","무진대로 278-11","","중개거래","광주 북구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202205","4","36,700","12","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202205","12","33,500","2","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202205","16","39,200","11","2018","무진대로 278-11","","중개거래","광주 광산구, 광주 남구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202205","16","35,000","2","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202207","8","35,000","4","2018","무진대로 278-11","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1589-3","1589","0003","우산동한국아델리움앤중해마루힐","76.7778","202207","15","35,000","7","2018","무진대로 278-11","","중개거래","광주 광산구, 광주 북구"
"광주광역시 광산구 우산동","1050-2","1050","0002","장미빌라트","51.9","202202","24","6,750","5","1998","사암로118번길 11-10","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202201","12","14,500","15","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202201","15","13,700","14","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202201","20","14,600","5","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202201","21","16,000","6","1992","월곡산정로 20","20220214","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202201","21","15,000","14","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202201","24","14,500","13","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202201","29","15,700","3","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202202","14","16,500","12","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202203","7","16,200","7","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202203","12","16,700","11","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202204","7","16,700","6","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202204","21","14,800","7","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202205","13","16,500","10","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202205","26","15,500","10","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202205","31","15,000","3","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202205","31","15,000","3","1992","월곡산정로 20","20220713","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","75.18","202206","8","16,500","14","1992","월곡산정로 20","","중개거래","광주 광산구"
"광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.38","202206","23","16,800","9","1992","월곡산정로 20","","중개거래","광주 광산구"
