"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","59.31","202201","6","8,000","6","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","39.15","202201","25","5,700","1","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","59.31","202202","15","7,300","1","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","39.15","202202","15","6,000","4","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","31.59","202203","26","5,000","10","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","39.15","202205","11","6,800","6","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","59.31","202205","14","8,500","3","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","59.31","202211","28","12,000","3","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","31.59","202211","30","5,200","2","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-2","1138","0002","대덕1","59.31","202212","3","10,000","9","1990","송도로 143","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202201","24","21,300","7","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202202","19","21,000","2","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202203","26","22,700","4","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202204","25","25,000","5","2000","송도로182번길 55","","직거래","-"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202205","10","21,500","13","2000","송도로182번길 55","","직거래","-"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202205","12","23,800","7","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202205","16","21,300","1","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202205","26","23,000","5","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202205","31","23,200","8","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202209","28","22,800","13","2000","송도로182번길 55","","직거래","-"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202212","15","19,800","1","2000","송도로182번길 55","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","790","0790","0000","대주피오레1차","84.98","202212","16","23,000","7","2000","송도로182번길 55","","직거래","-"
"광주광역시 광산구 도산동","820","0820","0000","대주피오레2차","84.7575","202201","5","22,000","3","2001","송도로182번길 16-3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","820","0820","0000","대주피오레2차","84.7575","202203","3","18,000","7","2001","송도로182번길 16-3","","직거래","-"
"광주광역시 광산구 도산동","820","0820","0000","대주피오레2차","84.7575","202204","3","23,800","2","2001","송도로182번길 16-3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","820","0820","0000","대주피오레2차","84.7575","202205","21","23,000","2","2001","송도로182번길 16-3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","820","0820","0000","대주피오레2차","84.7575","202208","30","25,500","6","2001","송도로182번길 16-3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202202","3","9,700","6","1994","도산로 3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202202","8","9,500","4","1994","도산로 3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202202","14","9,700","5","1994","도산로 3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202205","4","9,400","9","1994","도산로 3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202205","5","11,000","5","1994","도산로 3","","직거래","-"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202207","25","9,500","9","1994","도산로 3","20220729","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202207","25","9,500","9","1994","도산로 3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202210","24","9,000","10","1994","도산로 3","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1138-1","1138","0001","무등파크맨션","59.88","202211","16","6,000","1","1994","도산로 3","","직거래","-"
"광주광역시 광산구 도산동","56-5","0056","0005","보경해피드림","84.9546","202201","21","24,700","10","2006","송도로212번길 54","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","56-5","0056","0005","보경해피드림","84.9546","202205","3","25,500","13","2006","송도로212번길 54","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","56-5","0056","0005","보경해피드림","84.9546","202208","24","22,500","4","2006","송도로212번길 54","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","35.28","202201","16","7,000","12","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202202","19","8,000","10","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202203","9","7,200","6","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202204","8","7,350","12","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202205","23","7,600","4","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202208","26","7,000","7","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202208","26","7,000","7","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202210","27","7,000","3","1998","남동길 18-10","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202212","3","5,000","6","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1298-3","1298","0003","삼라극동마이다스","39.69","202212","12","7,150","2","1998","남동길 18-10","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1304-1","1304","0001","삼라미주","31.395","202205","8","5,300","2","1997","남동길 15","","중개거래","광주 남구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","58.8","202201","4","12,500","3","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","58.8","202201","21","11,000","2","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202202","3","11,200","2","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202202","24","11,000","1","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202203","20","12,250","5","1998","도산로 28","","중개거래","광주 서구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202204","11","13,200","12","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202204","11","11,900","8","1998","도산로 28","","중개거래","광주 서구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202204","30","11,600","3","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202205","10","12,000","2","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202206","16","12,000","2","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202206","18","13,900","13","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202207","21","12,000","2","1998","도산로 28","","직거래","-"
"광주광역시 광산구 도산동","1081","1081","0000","서경","58.8","202210","7","13,000","10","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202211","21","14,300","13","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1081","1081","0000","서경","59.79","202212","3","12,700","12","1998","도산로 28","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1281-5","1281","0005","서라","59.31","202204","5","9,200","1","1997","남동길48번길 15","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1281-5","1281","0005","서라","59.31","202205","21","10,400","11","1997","남동길48번길 15","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1281-5","1281","0005","서라","59.31","202206","9","10,000","3","1997","남동길48번길 15","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1281-5","1281","0005","서라","55.015","202206","20","10,250","5","1997","남동길48번길 15","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1281-5","1281","0005","서라","59.31","202210","20","10,400","4","1997","남동길48번길 15","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1316","1316","0000","송정역숲안애아파트","84.0259","202203","10","27,700","4","2018","송도로182번길 39-9","","중개거래","광주 남구"
"광주광역시 광산구 도산동","1316","1316","0000","송정역숲안애아파트","83.547","202209","4","24,700","11","2018","송도로182번길 39-9","","중개거래","광주 서구"
"광주광역시 광산구 도산동","1316","1316","0000","송정역숲안애아파트","84.0259","202210","30","30,000","12","2018","송도로182번길 39-9","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","80.199","202201","15","44,900","7","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","70.9225","202202","5","35,000","2","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","80.199","202202","15","41,000","6","2019","평동로1100번길 71","20220831","중개거래","광주 서구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","70.9225","202204","1","41,500","10","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","70.9225","202204","9","41,700","13","2019","평동로1100번길 71","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","70.8633","202205","5","41,800","9","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","80.199","202205","11","42,500","1","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","70.9225","202206","27","39,500","3","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","80.199","202207","26","40,200","6","2019","평동로1100번길 71","","중개거래","광주 서구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","84.9538","202209","7","43,300","8","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","84.9538","202211","10","35,500","1","2019","평동로1100번길 71","","직거래","-"
"광주광역시 광산구 도산동","1317","1317","0000","송정우방아이유쉘아파트","84.9538","202211","15","41,800","14","2019","평동로1100번길 71","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202201","14","9,500","9","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202201","24","9,700","1","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202202","7","10,000","4","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202202","14","11,300","9","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202203","21","10,500","13","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202204","5","10,200","6","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202204","8","11,400","12","1997","도산로 26","20220831","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202205","14","12,500","10","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202205","16","10,200","4","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202205","23","10,570","13","1997","도산로 26","","직거래","-"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202205","25","10,500","11","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202206","20","12,000","7","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202207","14","12,300","7","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202208","17","12,500","7","1997","도산로 26","20220826","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202208","17","12,500","7","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202209","1","11,400","12","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202209","7","10,000","7","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202209","15","11,700","12","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202209","30","12,000","2","1997","도산로 26","","직거래","-"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202210","10","11,900","12","1997","도산로 26","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1077-1","1077","0001","우미","60","202210","10","11,900","12","1997","도산로 26","20221114","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1297-3","1297","0003","청암","31.32","202205","4","6,000","4","1995","남동길30번길 28","","직거래","-"
"광주광역시 광산구 도산동","1297-3","1297","0003","청암","31.32","202205","4","6,300","6","1995","남동길30번길 28","","직거래","-"
"광주광역시 광산구 도산동","1297-3","1297","0003","청암","31.32","202205","9","6,000","7","1995","남동길30번길 28","","직거래","-"
"광주광역시 광산구 도산동","1297-3","1297","0003","청암","31.32","202205","9","5,000","1","1995","남동길30번길 28","","중개거래","광주 남구"
"광주광역시 광산구 도산동","1297-3","1297","0003","청암","31.32","202211","4","6,700","6","1995","남동길30번길 28","","중개거래","광주 동구"
"광주광역시 광산구 도산동","826","0826","0000","카이스트빌1차","34.0522","202205","9","8,500","9","2002","송도로182번길 15-11","","직거래","-"
"광주광역시 광산구 도산동","826","0826","0000","카이스트빌1차","34.0522","202208","23","9,300","5","2002","송도로182번길 15-11","","중개거래","광주 동구"
"광주광역시 광산구 도산동","849","0849","0000","카이스트빌2차","83.013","202204","1","19,800","5","2001","송도로181번길 30","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","849","0849","0000","카이스트빌2차","83.013","202205","17","22,500","15","2001","송도로181번길 30","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","849","0849","0000","카이스트빌2차","83.013","202206","15","21,800","7","2001","송도로181번길 30","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","849","0849","0000","카이스트빌2차","83.013","202208","9","21,500","10","2001","송도로181번길 30","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","849","0849","0000","카이스트빌2차","83.013","202212","6","21,800","10","2001","송도로181번길 30","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202201","8","10,100","7","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202202","8","10,200","2","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202202","12","9,800","9","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202202","15","12,300","6","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202202","16","11,000","6","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202202","17","11,500","10","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202202","17","10,700","12","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202202","25","10,800","13","1995","도산로9번길 35","","중개거래","광주 광산구, 전남 장성군"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","5","10,700","12","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","9","11,000","5","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","9","11,000","5","1995","도산로9번길 35","20220321","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","11","11,350","13","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","11","11,350","13","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","19","10,900","11","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","20","9,900","9","1995","도산로9번길 35","","중개거래","광주 서구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202203","29","9,800","4","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202205","6","10,500","3","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202205","28","10,300","13","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202206","24","10,700","12","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202208","31","12,200","4","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202209","26","10,500","7","1995","도산로9번길 35","","중개거래","전남 나주시"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202210","10","9,400","1","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202210","11","12,400","10","1995","도산로9번길 35","","중개거래","광주 서구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202210","15","11,400","6","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202210","28","10,500","3","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202211","8","10,700","3","1995","도산로9번길 35","","중개거래","광주 서구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202212","5","12,450","12","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202212","5","12,500","12","1995","도산로9번길 35","20221219","중개거래","광주 광산구"
"광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.95","202212","23","10,800","2","1995","도산로9번길 35","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202201","7","12,700","1","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202201","19","13,800","4","1998","송도로162번길 11-6","","직거래","-"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202201","21","14,300","2","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202201","22","13,600","6","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202202","15","14,000","5","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202202","19","13,800","9","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202202","24","14,000","6","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202203","2","13,700","6","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202203","13","14,550","6","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","39.86","202203","26","7,700","9","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","39.86","202203","31","7,300","1","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202204","5","14,700","8","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202204","21","13,900","3","1998","송도로162번길 11-6","20220613","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202204","21","14,000","6","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202205","3","13,700","5","1998","송도로162번길 11-6","","중개거래","광주 서구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202205","7","12,800","13","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202205","20","13,600","13","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202205","27","14,400","10","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","39.86","202206","8","8,000","5","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202206","13","13,900","3","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","39.86","202206","18","8,350","12","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202206","20","12,500","1","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202207","18","14,500","4","1998","송도로162번길 11-6","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","39.86","202207","21","8,000","11","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202208","12","13,950","3","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202209","6","14,500","7","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202209","19","14,700","9","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202209","21","14,200","12","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202210","31","14,700","3","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202211","1","15,300","10","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","39.86","202211","4","8,500","6","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202212","5","13,000","1","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","782","0782","0000","호반2차","59.95","202212","12","15,850","7","1998","송도로162번길 11-6","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","59.79","202201","15","9,400","8","1993","도산로12번길 17-25","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","49.65","202201","21","7,500","7","1993","도산로12번길 17-25","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","49.65","202202","24","6,800","4","1993","도산로12번길 17-25","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","59.79","202204","5","9,000","2","1993","도산로12번길 17-25","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","59.79","202204","30","8,000","4","1993","도산로12번길 17-25","20220502","중개거래","광주 서구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","59.79","202205","2","8,000","4","1993","도산로12번길 17-25","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","49.65","202206","14","6,600","1","1993","도산로12번길 17-25","","중개거래","광주 광산구"
"광주광역시 광산구 도산동","840-1","0840","0001","호반청암빌라트","59.79","202207","1","8,500","2","1993","도산로12번길 17-25","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202202","5","10,800","2","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202202","26","10,500","6","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202203","19","12,200","9","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202203","22","11,000","5","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202203","30","11,750","14","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202204","14","11,000","12","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202204","22","10,500","7","1995","비아로62번길 7","","중개거래","광주 광산구"
